original_text,processed_text,sentiment,confidence
Tapi ada satu hal yang harus diingat: banyak banget tugas negara yang bisa dikerjain Gibran sebagai Wapres. Misalnya dia bisa fokus ke pembangunan Ibu Kota Nusantara yang jadi mega proyek bukan malah main bansos buat kepentingan pribadi.,banget tugas negara dikerjain gibran wapres fokus bangun kota nusantara mega proyek main bansos penting pribadi,Neutral,0.9989557266235352
Para taipan akan membangun mal pusat penelitian dan infrastruktur di Ibu Kota Nusantara (IKN) di Penajam Paser Utara Kalimantan Timur. Presiden Jokowi meminta mereka turun ke IKN setelah tak ada investor luar negeri yang tertarik. #tempoplus #tempo #ikn #aguan #taipan https://t.co/CTZqaef1at,taipan bangun mal pusat teliti infrastruktur kota nusantara ikn najam paser utara kalimantan timur presiden jokowi turun ikn investor negeri tarik,Neutral,0.9963650703430176
@democrazymedia bijilondut,bijilondut,Negative,0.833346962928772
Aguan : Kami mesti menjaga wajah presiden @jokowi __ Menghimpun para kolomerat bos Agung Sedayu Group memimpin investor Ibu Kota Nusantara. Blak-blakan tentang kisruh proyek strategis nasional dan tudingan oligarki. @tempodotco,aguan mesti jaga wajah presiden  himpun kolomerat bos agung dayu group pimpin investor kota nusantara blakblakan kisruh proyek strategis nasional tuding oligarki,Neutral,0.9985780715942383
@Opposite6888 @jokowi nanti ada waktu2nya kejengkang tu si panjul,waktu2nya jengkang tu si panjul,Neutral,0.39861273765563965
Ia terlihat memimpin para konglomerat wara-wiri di Ibu Kota Nusantara di Kalimantan Timur.,pimpin konglomerat warawiri kota nusantara kalimantan timur,Neutral,0.997556209564209
Presiden Prabowo Subianto bakal berkantor di Ibu Kota Nusantara (IKN) Kalimantan Timur pada bulan Agustus 2028 mendatang. Hal ini disampaikan oleh Menteri Pekerjaan Umum (PU) Dody Hanggodo. Targetnya Pak Prabowo itu 17 Agustus 2028 itu sudah berkantor di sana. Selambatnya 17 https://t.co/YumR1NUfbD,presiden prabowo subianto kantor kota nusantara ikn kalimantan timur agustus 2028 menteri kerja pu dody hanggodo target prabowo 17 agustus 2028 kantor lambat 17,Neutral,0.998961329460144
@ebonXboy Presiden Prabowo Subianto telah melarang proyek mercusuar termasuk yang terkait dengan Ibu Kota Nusantara (IKN) dalam upaya efisiensi anggaran krna anggaran pun terbatas https://t.co/DZBIhLcimA,presiden prabowo subianto larang proyek mercusuar kait kota nusantara ikn upaya efisiensi anggar krna anggar batas,Neutral,0.9987407326698303
@txtdrimedia geprak di samarinda pas 10rb klubjumat barokah bisa 8rb,geprak samarinda pas 10rb klubjumat barokah 8rb,Neutral,0.9972168207168579
@are_inismyname @Ndons_Back @BANGSAygSUJUD @99propaganda @Kimberley_PS08 @florieliciouss @DarekaRendy @IrawanRommi @temanduit @agathadew_ @MIrvanDarwin1 kantong bansos partai coklat jangan dilawan ya dik ya,kantong bansos partai coklat lawan ya dik ya,Neutral,0.8624756336212158
Insentif PPh Final 0% Dorong Pertumbuhan UMKM di Ibu Kota Nusantara https://t.co/8Qx4oTUCJk,insentif pph final dorong tumbuh umkm kota nusantara,Neutral,0.9984654188156128
@democrazymedia unpaedah,unpaedah,Negative,0.9563930034637451
Meninjau Potensi Investasi: Delegasi Sabah Kunjungi Ibu Kota Nusantara https://t.co/FPKvuqAivS,tinjau potensi investasi delegasi sabah kunjung kota nusantara,Neutral,0.9961069226264954
Pembangunan Ibu Kota Nusantara terus berjalan! Di bawah kepemimpinan Presiden Prabowo Subianto proyek-proyek baru akan segera dimulai untuk menciptakan ekosistem yang maju di KIPP. Ayo dukung bersama! #IKN #MembangunIndonesia https://t.co/WssF2E7LdM,bangun kota nusantara jalan pimpin presiden prabowo subianto proyekproyek cipta ekosistem maju kipp ayo dukung,Neutral,0.8647791743278503
@pandji Sebegitu Pentingnya peran Daerah khusus Jakarta pdhal ibu kota Nusantara sudah disiapkan. Kenala bukan Provinsi dimana IKN berada yg dijadikan prioritas????,peran daerah khusus jakarta pdhal kota nusantara siap nala provinsi mana ikn yg jadi prioritas,Neutral,0.9987049102783203
Name Tag Papan Nama Edisi IKN IBU KOTA NUSANTARA https://t.co/sFbNiTxwdo https://t.co/QWeQWMn7el https://t.co/HvVrwdGsXW https://t.co/HvVrwdGsXW #NameTagResmiASN #IKN #Nusantara #IbuKotaBaru #NameTagIKN #NusantaraNameTag #NameTagTerbaik #ProfessionalNameTagMaker https://t.co/oAxliFehTw,name tag papan nama edisi ikn kota nusantara,Neutral,0.9986279010772705
Mari kita lanjutkan pembangunan IBU KOTA NUSANTARA GUYS https://t.co/YAl3FNUCnk,mari lanjut bangun kota nusantara guys,Neutral,0.9955827593803406
@prabowo @MohamedBinZayed Gk ada yang mau investasi di ibu kota negara Nusantara Pak? ,gk investasi kota negara nusantara,Neutral,0.9981631636619568
Prabowo di G20: Pemindahan Ibu Kota Nusantara karena Darurat Perubahan Iklim https://t.co/dkP0XIB3wJ #prabowo #g20 #ikn,prabowo g20 pindah kota nusantara darurat ubah iklim,Neutral,0.9990347623825073
Ia menekankan bahwa pemindahan ibu kota menunggu penandatanganan Keputusan Presiden (Keppres) tentang pemindahan ibu kota negara dari Jakarta ke Ibu Kota Nusantara (IKN) terlebih dahulu.,tekan pindah kota tunggu penandatanganan putus presiden keppres pindah kota negara jakarta kota nusantara ikn,Neutral,0.9988665580749512
@KompasTV Wisata IBU KOTA NUSANTARA. Bangun wahana2 seru biar masyarakat banyak berkunjung,wisata kota nusantara bangun wahana2 seru biar masyarakat kunjung,Positive,0.9883507490158081
Pindahnya ibu kota ke IKN Nusantara bertujuan untuk mengurangi beban Jakarta. https://t.co/SniQOXHgRQ,pindah kota ikn nusantara tuju kurang beban jakarta,Neutral,0.9971526861190796
@AirinDatangLagi Lho Jakarta memang Ibu Kota RI. Yg Disana kan Ibu Kota Nusantara. Beda lho.,lho jakarta kota ri yg sana kota nusantara beda lho,Neutral,0.9649757146835327
️ Masih ingat kereta otonom tanpa rel atau Autonomous Rail Transit (ART) yang begitu dipuja-puja Jokowi saat beroperasi di Ibu Kota Nusantara (IKN) Kalimantan Timur? Kini semuanya tinggal cerita. Kereta itu tak cocok digunakan di IKN bakal dikembalikan ke China. Kereta https://t.co/ZZ20Yqp31l,kereta otonom rel autonomous rail transit art dipujapuja jokowi operasi kota nusantara ikn kalimantan timur tinggal cerita kereta cocok ikn kembali china kereta,Neutral,0.9909242987632751
Halo #SobatNusantara Otorita Ibu Kota Nusantara (IKN) mengumumkan hasil Seleksi Seleksi Kompetensi CPNS Otorita IKN Tahun Anggaran 2024. https://t.co/1kWvzQAhvi,halo otorita kota nusantara ikn umum hasil seleksi seleksi kompetensi cpns otorita ikn anggar 2024,Neutral,0.9988571405410767
Menteri Dalam Negeri Tito Karnavian menegaskan bahwa status Ibu Kota Negara (IKN) masih berada di Jakarta. Meski pembangunan IKN Nusantara terus berjalan perpindahan resmi akan ditetapkan setelah Presiden Prabowo Subianto mengeluarkan Keputusan Presiden (Keppres). ️ (Ibu Kota https://t.co/PtJh6uVqRW,menteri negeri tito karnavian status kota negara ikn jakarta bangun ikn nusantara jalan pindah resmi tetap presiden prabowo subianto keluar putus presiden keppres kota,Neutral,0.9987967014312744
Proses kepindahan Aparatur Sipil Negara (ASN) ke Ibu Kota Nusantara (IKN) akan berlangsung dalam dua tahap yakni pada 2025 dan 2028. #BonusDemografi #IndonesiaEmas2045 #MewarnaiIndonesia '#IKNNusantara #PemindahanASN #Infrastruktur https://t.co/oyDdKXrhHl,proses pindah aparatur sipil negara asn kota nusantara ikn tahap 2025 2028,Neutral,0.9989833235740662
Pembangunan Ibu Kota Nusantara akan dilanjutkan oleh Presiden Prabowo Subianto https://t.co/sCQnpKUG4v,bangun kota nusantara lanjut presiden prabowo subianto,Neutral,0.9957568049430847
Ibu Kota Nusantara komitmen pembangunan IKN sebagai kota hijau serta ramah lingkungan dan energi #IKN #IKNNusantara #Nusantara https://t.co/jbCcBX8IlJ,kota nusantara komitmen bangun ikn kota hijau ramah lingkung energi,Positive,0.8513423204421997
Ibu Kota Nusantara komitmen pembangunan IKN sebagai kota hijau serta ramah lingkungan dan energi #IKN #IKNNusantara #Nusantara https://t.co/pcczBVBByE,kota nusantara komitmen bangun ikn kota hijau ramah lingkung energi,Positive,0.8513423204421997
Kepala Otorita Ibu Kota Nusantara (IKN) Basuki Hadimuljono ditunjuk sebagai Ketua Umum (Ketum) Pengurus Pusat Keluarga Alumni Universitas Gadjah Mada (Kagama) untuk periode 2024-2029. &lt,kepala otorita kota nusantara ikn basuki hadimuljono ketua tum urus pusat keluarga alumni universitas gadjah mada kagama periode 20242029 lt,Neutral,0.9988657236099243
