Author,Ulasan,cleaned_text,sentiment,confidence
@aditianadwimelati3228,mending wapres anak muda macem gibran selalu ada solusi drpd wapres puh sepuh yg mau ngasih pulau ke rohingnya,mending wapres anak muda macem gibran solusi drpd wapres puh sepuh ngasih pulau rohingnya,Negatif,0.3956586718559265
@aisyarachman302,Wah kita di ibaratkan kebun binatang 😂,kebun binatang,Netral,0.36658811569213867
@ridhochanle9459,"Btw purwokerto Jawa tengah juga lagi maju bareng sama SOLO, bahkan kota2 di sekelilingnya malah ga seperti purwokerto, apa purwokerto anak emas? TIDAK, krena dengan majunya purwokerto, semakin meningkat kuantitas dan kualitas UMKM di purwokerto dan sekitarnya. Bahkan SDH banyak yg datang ke Purwokerto untuk menjadi UMKM ataupun mensukseskan UMKM di Purwokerto.",btw purwokerto jawa maju bareng solo kota keliling purwokerto purwokerto anak emas krena maju purwokerto tingkat kuantitas kualitas umkm purwokerto sdh purwokerto umkm sukses umkm purwokerto,Netral,0.4104676842689514
@VivoYc-qi4gu,"Hanya gibran yg jelas visi misinya, detail dgn langkah2 nya, mahfud ngomong pnjang lebar intinya tentang korupsi ja, amien juga gitu, tentang perubahan ja, gk da yg detail dgn langkah2 yg akan dijalankan hanya gibran yg jelas",gibran visi misi detail dgn langkah nya mahfud ngomong pnjang lebar inti korupsi amien gitu ubah detail dgn langkah jalan gibran,Netral,0.3561289310455322
@user-rx3ir9em5w,kubu sebelah cuma bisa main pake kata² Retorika² gagasan yg berjibung Tapi kerja nyata nya Ringsek🤭🤣 Pikir aja 40kota setara jakarta mau di bangun dalam kurung waktu 5thn.. emang cocok nya jadi pelawak aja wak yaa🤗🤣🤣,kubu belah main pake kata retorika gagas berjibung kerja nyata nya ringsek pikir aja kota tara jakarta bangun kurung thn emang cocok nya lawak aja wak yaa,Netral,0.3748124837875366
@allanime2969,Harusnya pak Prabowo mas Gibran dan pak Mahfud satu tim... Orang&quot; luar biasa dan jujur ini.,prabowo mas gibran mahfud tim orangquot jujur,Netral,0.4095458388328552
@nonnyshlsblla6139,Betul,,Netral,1.0
@sunflowerchannel2492,Betulll,betulll,Negatif,0.3954453766345978
@gmchannel6519,Setuju,tuju,Negatif,0.3777844309806824
@sinolan8956,Prabowo gibran 👍🏼👍🏼👍🏼,prabowo gibran,Positif,0.43251389265060425
@PodGlim047,"Gibran seharusnya keren dan bisa jadi bintang nya pada debat ini kalo gak kesannya menggurui lawan, orang pintar itu gak harus menjatuhkan martabat lawan agar terlihat bodoh, tapi sama-sama menaikkan martabatnya. Tapi secara keseluruhan oke, (mungkin karna dia sebelumnya diremehkan jadi sekarang ingin menunjukkan taringnya)",gibran keren bintang nya debat kalo gak kesan guru lawan orang pintar gak jatuh martabat lawan bodoh samasama naik martabat oke karna remeh taring,Netral,0.3653368651866913
@TembungFC,Banyak banget buzzer 02 😂😂😂,banget buzzer,Positif,0.36778518557548523
@user-sf9gi9dg1f,"cak Imin mau wapresnya Anis mau bangun sekolahan di seluruh Kalimantan??<br>lah wong Anis itu loh mantan Mentri pendidikan aja gak pernah bangun satu sekolahan sewaktu jadi gub DKI, satu gedung sekolahan aja gak membangun loh..?<br>justru pak Ahok membangun banyak sekolahan di DKI bahkan masjid masjid baru di DKI oleh Ahok, bukan Anis,<br>yg di bangun Anis itu cuman resapan air alias resapan APBD DKI.",cak imin wapresnya anis bangun sekolah kalimantanbrlah anis loh mantan tri didik aja gak bangun sekolah gub dki gedung sekolah aja gak bangun lohbrjustru ahok bangun sekolah dki masjid masjid dki ahok anisbryg bangun anis cuman resap air alias resap apbd dki,Netral,0.3705267310142517
@linzi6954,love you mr.Gibran my vote for you,love you mrgibran vote for you,Netral,0.3888837993144989
@muhammadhusni3925,belajar boleh eh kalau tidak belajar apalagi kalau belajar dan harus belajar tentang meminta minta pelajara dari kesalahan,ajar ajar ajar ajar pelajara salah,Netral,0.38549062609672546
@Refahardianaoktafiani-ne3xf,prabowo mas gibran<br>ingsa alloh RI 1<br>kami satu keluarga mendukungmu pak,prabowo mas gibranbringsa alloh brkami keluarga dukung,Positif,0.3480810225009918
@Abcd-rp9oc,Visi misi hanya teori,visi misi teori,Negatif,0.39666569232940674
@satuaja-1,dasar pilihan ku memilih : <br>1. Fasih <br>2. Cerdas <br>3. Nasionalisme <br>4. Cakap,dasar pilih pilih fasih cerdas nasionalisme cakap,Positif,0.36848822236061096
@EidelwinaKodea,"Tambah 5. Toleransi🇲🇨 Karna Indonesia butuh keadilan bagi seluruh rakyat indonesia juga netral, yang tidak memandang dan memihak terhadap salah satu suku, ras, agama, dan budaya. Dari debat ini contoh kecilnya dari pakaian yg diapakai para cawapres🙂 ada yg pakai baju adat, dan yg satunya sangat menggambarkan agamanya(walaupun pakaiannya rapih formal dsb) intinya Indonesia perlu pemimpin yang menerapkan dan menghargai Nilai Pancasila yaitu dasar ideologi negara",toleransi karna indonesia butuh adil rakyat indonesia netral pandang salah suku ras agama budaya debat contoh kecil pakai diapakai cawapres pakai baju adat satu gambar agamanyawalaupun pakai rapih formal dsb inti indonesia pimpin terap harga nilai pancasila dasar ideologi negara,Positif,0.34923604130744934
@cbgie1111,"@@EidelwinaKodea kalau bicara soal negara, tolong bedakan antara Bendera Monaco 🇲🇨 dan bendera Indonesia 🇮🇩",bicara negara tolong beda bendera monaco bendera indonesia,Netral,0.37609007954597473
@dindasubagja7550,"Di menit <a href=""https://www.youtube.com/watch?v=J1WUpRCzK44&amp;t=1h46m01s"">1:46:01</a> klw dengerin pake headset kok ada suara pelan perempuang bilang udah yaa",menit href klw dengerin pake headset suara pelan perempuang bilang udah yaa,Netral,0.38675087690353394
@hafidzahfatma,Panitia kpu,panitia kpu,Negatif,0.40633252263069153
@RizkiMaulida-ir3eh,Yg mn sih,sih,Netral,0.42776522040367126
@herytyson7312,Saya suka kerja nyata mas gibran mantap,suka kerja nyata mas gibran mantap,Netral,0.3723317086696625
@user-rx3ir9em5w,Cak imin jadi kang lawak aja🤣 mas Anis menyerukan ordal²? Sudah lihat Potensi mas Gibran seperti apa? Sekarang sudah terjawab jelas kemampuan dan kredibilitas mas Gibran seperti apa..<br>2024Prabowo-Gibran🇮🇩🇮🇩✌️,cak imin kang lawak aja mas anis seru ordal lihat potensi mas gibran jawab mampu kredibilitas mas gibran apabrprabowogibran,Netral,0.34969109296798706
@user-kh8yi6sv2g,2,,Netral,1.0
@andresabar7962,"Katanya adil, kok membedakan yg kaya di pajak, yg miskin tdk. Itu saja tdk di adil...",adil beda kaya pajak miskin tdk tdk adil,Negatif,0.41846805810928345
@user-rx3ir9em5w,2024 ALL IN PRABOWO GIBRAN🇮🇩🇮🇩✌️,all prabowo gibran,Negatif,0.3521614670753479
@betoguru_gaming9273,Gibrannn josssssssssss hahahahahahahhahahahahahahhaa gemiy uyeeee,gibrannn josssssssssss hahahahahahahhahahahahahahhaa gemiy uyeeee,Netral,0.3616001307964325
@andresabar7962,Keadilan itu terlalu abstrak.... Dan tdk bisa terjadi jika iman dan amal tdk kuat,adil abstrak tdk iman amal tdk kuat,Netral,0.3810429275035858
@ibnuumar411,Sebanarnya klo bansos sampai pda rakyak akan dejahtera... Tapi nyatanya  kebanyakan disunat para pejabat,banar klo bansos pda rakyak dejahtera banyak sunat jabat,Positif,0.37393486499786377
@arisnurohman712,All in prabowo gibran,all prabowo gibran,Negatif,0.3521614670753479
@bangbain2943,Singkatan SGIE yang dia tanyakan aja masih nyontek.,singkat sgie aja nyontek,Netral,0.3769845962524414
@herytyson7312,40 kita selevel jakarta ?<br>Ini usulan pak anis yg smaa dgn dp nol %,level jakarta brini usul anis smaa dgn nol,Positif,0.371183842420578
@dwiteguh1373,Sepertinya sy akn 3x nyoblos  pak prabowo,akn nyoblos prabowo,Negatif,0.43636342883110046
@dwiteguh1373,Sepertinya sy akn 3x nyoblos  pak prabowo,akn nyoblos prabowo,Negatif,0.43636342883110046
@user-nq9eu4tt2z,✌️👍👍👍,,Netral,1.0
@billybeey8945,Bisa ga membuat para calon<br>Ini membuat biaya sekolah gratis dan biaya rumah sakit gratis serta kerjaan mudah 😅<br>Ujung2 nya jg rakyat gigit jari lgi gigit jari lagi. Hanya yg ekonomi kelas atas yg slalu di untungkan<br>Hanya yg berkepentinganlah yg slalu menang😢😢😢,calonbrini biaya sekolah gratis biaya rumah sakit gratis kerja mudah brujung nya rakyat gigit jari lgi gigit jari ekonomi kelas slalu untungkanbrhanya penting slalu menang,Netral,0.38604575395584106
@lindayann8784,Kepada cawapres yg sudah &quot;banyak pengalaman&quot;. Bgitulah kalau terlalu memandang enteng lawan:v enak yah kena ulti anak muda yg notabenya masih perlu banyak belajar lagi?!,cawapres quotbanyak pengalamanquot bgitulah pandang enteng lawanv enak yah kena ulti anak muda notabenya ajar,Negatif,0.3592427372932434
@bimabaekdah18,eee eeee eee bang eee bang 😭teringat martin,eee eeee eee bang eee bang martin,Netral,0.42924922704696655
@tamapratama3145,Koruptor masih banyak yg masih ngangkat kaki di meja meja br ac,koruptor ngangkat kaki meja meja,Netral,0.34203973412513733
@dhestyndhelaw7285,Cawapres no urut satu setiap ngomong selalu sebut anggaran😂😂....<br>Dsni sudah bisa dinilai mana yg serius mau memimpin indonesia...mn yang ambisi dgn kekuasaan,cawapres urut ngomong anggaranbrdsni nilai serius pimpin indonesiamn ambisi dgn kuasa,Netral,0.36941805481910706
@fnurdiniyah9138,Cuman gibran yg ga liat teks pas sesi terakhir. 2 lainnya asik membaca teks aja😅,cuman gibran liat teks pas sesi asik baca teks aja,Netral,0.35303062200546265
@Vertikal80,"Negara lain sibuk bangun properti luar angkasa dan menghasil bangun ekonominya, Indonesia sibuk urusan cari posisi.🤦",negara sibuk bangun properti angkasa hasil bangun ekonomi indonesia sibuk urus cari posisi,Negatif,0.353986531496048
@herytyson7312,"Saya setuju dgn anak smk yg lulus stdknya punya skill,,",tuju dgn anak smk lulus stdknya skill,Netral,0.37304145097732544
@ekaariesandy,Dari dulu tetap PRABOWO belum pernah berbah ❤,prabowo bah,Positif,0.40408262610435486
@nafisahnurulhidayati1687,"Dulu samsul jg dukung ganjar, bahkan kampanye ganjar, kmdn dgn segala daya upaya dan ...... (thiiiiit...) skrg malah jadi lawan😂",samsul dukung ganjar kampanye ganjar kmdn dgn daya upaya thiiiiit skrg lawan,Negatif,0.3991543650627136
@restihasarah128,Sebagai anak muda saya bangga dg pemikiran mas Gibran,anak muda bangga pikir mas gibran,Netral,0.3897038400173187
@pipitsalim6455,Ter Gibran Gibran jadinya 🎉🎉🎉,ter gibran gibran,Positif,0.34859347343444824
@ellanorsaft9725,Pak mahfud pintar kaya pak ganjar 😊,mahfud pintar kaya ganjar,Negatif,0.40625879168510437
@MuhammadAzhar-fx2nc,Pak mahfud keren bgt,mahfud keren bgt,Negatif,0.3934061825275421
@ainimardiyah,Dulu aku kagum dengan pak mahmud tapi dari debad ini aku jadi ber kurang kekaganku,kagum mahmud debad ber kekaganku,Netral,0.3721919357776642
@nurulkhs__,"komposisi yang baik, antara pak prabowo dan mas gibran keren pollll.",komposisi prabowo mas gibran keren pollll,Netral,0.38094526529312134
@haryionz2022,Aku yg pasti aja lah no.2,aja,Netral,0.4388313591480255
@bamchannels8545,<b>GIBRAN</b> itu singkatan GAGAH DAN BERANI  kata pakde jokowi bapaknya,bgibranb singkat gagah berani pakde jokowi bapak,Netral,0.4349701404571533
@resolution333,BISMILLAH 2024 ANIES-MUHAIMIN JADI RI1-RI2 🇲🇨 Aamiin..,bismillah aniesmuhaimin riri aamiin,Positif,0.37674480676651
@AnindyaTaufiq-pr6sb,Bukan player efef tapi player pabji,player efef player pabji,Netral,0.3800855875015259
@70bidadari48,Antara gibran atau mahfud<br>Karna trust saya pada wan abud sudah hilang.. <br>tp kalau ada megatuti dibelakangnya sih serem jg jadi udh tau deh mau milih siapa,gibran mahfudbrkarna trust wan abud hilang brtp megatuti belakang sih rem udh tau deh milih,Netral,0.3559792935848236
@AnindyaTaufiq-pr6sb,Grobogan Prabowo Gibran dong,grobogan prabowo gibran,Positif,0.3570730984210968
@akunyutublykh,enak amat ngomongnya calon dari partai merah ini isinya orang korup semua,enak ngomongnya calon partai merah isi orang korup,Negatif,0.36683160066604614
@aramsora2401,"Suka sama pak Prabowo, gibran, dan pak Mahfud MD.",suka prabowo gibran mahfud,Negatif,0.4069344699382782
@user-sf9gi9dg1f,"Cak Imin nggedebis obral kata kata,  11 - 12 dgn Anis,  apa GK ngaca Imin,  kerjaan Anis di DKI jakarta, cuman meyerap APBD DKI 80 Trilyun, Pertahun, GK ada hasil apapun buat jakarta .<br>pembangunan codetan kali bkt gi di kerjakan.<br>malah bikin parkir air, di kawasan perumahan warga Jakarta.<br>menggusur kepung bayam setelah memanfaatkan warga kampung bayam saat Pilgub Anis. stelah jis jadi warga Kampung bayam terusir tidur di tenda tenda.",cak imin nggedebis obral dgn anis ngaca imin kerja anis dki jakarta cuman meyerap apbd dki trilyun tahun hasil apa jakarta brpembangunan codet kali bkt kerjakanbrmalah bikin parkir air kawasan rumah warga jakartabrmenggusur kepung bayam manfaat warga kampung bayam pilgub anis stelah jis warga kampung bayam usir tidur tenda tenda,Positif,0.38677746057510376
@yulianatwins1627,Gibran......Gibran.....,gibrangibran,Netral,0.3596811294555664
@MapuzzaIzza-qv6we,Rakyat  indonesia mengingin kan pimpinan yg adiil serta bijak trhdp kondsi Bangsa  juga nasib Rakyat nya  bukan yg cm janji2 belaka    amin lah  harapsn ku,rakyat indonesia ingin pimpin adiil bijak trhdp kondsi bangsa nasib rakyat nya janji belaka amin harapsn,Netral,0.380439430475235
@mrafiofficial5783,Sasuke-boruto❤,sasukeboruto,Netral,0.3635496497154236
@vhebrysetiaewans,Yang dukung prabowo gibran sini kumpul👇,dukung prabowo gibran kumpul,Positif,0.3713010847568512
@SujanaPutra-ps3zo,Dari segi salam pembuka saja sudah tau betul siapa yg adil dan merata@dari Bali all in Prabowo Gibran,segi salam buka tau adil rata bal all prabowo gibran,Negatif,0.35256657004356384
@user-tt5et8ry4t,prabowo-gibran❤,prabowogibran,Positif,0.352098673582077
@nicoashari5103,"Gibran ini isinya mantap sih... Straight to the point... Gak lemes tipikal energi muda yang membara... Singkirkan tukang slepet yang visi misi nya terlihat berantakan, fokus ke 2 pikiran yang gemoy dan beruban itu apakah sama dengan wakilnya ini...",gibran isi mantap sih straight the point gak lemes tipikal energi muda bara singkir tukang slepet visi misi nya beranta fokus pikir gemoy uban wakil,Positif,0.3809831738471985
@hafidzahfatma,"<a href=""https://www.youtube.com/watch?v=J1WUpRCzK44&amp;t=1h18m57s"">1:18:57</a> mirip bgt sm suaranya pak Jokowi 😭",href bgt suara jokowi,Netral,0.4168300926685333
@ronnidap9152,"Prabowo gibran. Menang, menaang, menang. Amiin, amiin, amiiiiiiinnn",prabowo gibran menang menaang menang amiin amiin amiiiiiiinnn,Positif,0.35853734612464905
@user-zi1wg9cu4m,AMIN KAN AJA DULU.. AAMIIN,amin aja aamiin,Netral,0.42900002002716064
@m2s28,Prof Mahmud dan Mas Gibran sama2 sy  apresiasi hebat.,prof mahmud mas gibran apresiasi hebat,Netral,0.39056089520454407
@wadilombok7769,Entahlah..siapa yg salah.<br>Sy atau anak sy yg salah..,entahlahsiapa salahbrsy anak salah,Netral,0.3684244751930237
@meikumalasari340,Bangga bgt sm mas gibraaannnnn pinter tegas berani ❤❤❤❤❤❤,bangga bgt mas gibraaannnnn pinter berani,Negatif,0.36781376600265503
@herytyson7312,"Itulah lolitik ngmg suka beda2 hari ini a bsk b, saya pilih prabowo gibran slm dua jari",lolitik ngmg suka beda bsk pilih prabowo gibran slm jari,Netral,0.39663222432136536
@kanayachanell88,Imin 40 kota 😂😂😂 ngimpi,imin kota ngimpi,Netral,0.36553555727005005
@ariejr4,Sangat di sayangkan pak Anies tdk pintar memilih wakil🗿,sayang anies tdk pintar pilih wakil,Positif,0.3848079442977905
@ragiladistiya3453,Hyahaha😂,hyahaha,Positif,0.34517931938171387
@dedeayu3101,Benar,,Netral,1.0
@ragiladistiya3453,Serasa di keroyok berdua 🤣,serasa keroyok dua,Negatif,0.3545320928096771
@felisiaindriani3838,Slepet muluu dahhhh😂😂,slepet muluu dahhhh,Netral,0.3539453446865082
@abdmuis7307,"terdengar jelas,,kata bisikan uda,diantara debat gibran dgn mahfud MD,",dengar jelaskata bisik udadiantara debat gibran dgn mahfud,Negatif,0.3983875811100006
@user-li8rz6re9r,"Assalamualaikum,,, maaf sblm ny u/mengurangi pengangguran/kemiskinan u/ para pekerja dimnpun berada kl bisa syarat u/ pekerja tdk pkai umur. Jadi usia tdk di tentukan selama orang mampu bekerja. Trim.",assalamualaikum maaf sblm umengurangi penganggurankemiskinan kerja dimnpun syarat kerja tdk pkai umur usia tdk tentu orang trim,Netral,0.36331838369369507
@rizkinugraha7126,"PRABOWO GIBRAN MASIH LEBIH BAIK DARI YANG LAIN, JELAS DAN TEPAT. bismillah Prabowo Gibran",prabowo gibran bismillah prabowo gibran,Netral,0.43366870284080505
@ervanadis9848,"Gibran karakterny sopan, fokus ke depan, tidak bertele tele saat menjawab, salut gw makin yakin no 2 indonesia maju",gibran karakterny sopan fokus tele tele salut indonesia maju,Negatif,0.36405330896377563
@ariefway4722,"<a href=""https://www.youtube.com/watch?v=J1WUpRCzK44&amp;t=1h46m04s"">1:46:04</a> &quot;udah&quot;",href quotudahquot,Positif,0.3383782207965851
@yonkouriki6819,"Jibran lebih cocok jadi capres nya ketimbang itu lagi itu lagi, sadar lah pak wowo, berikan kesempatan pada generasi penerus bangsa ini",jibran cocok capres nya ketimbang sadar wowo sempat generasi terus bangsa,Negatif,0.3633020520210266
@muhammadsyamroni4381,"IKN pemerataan pembangunan????<br>Yang ada sebenarnya mubazir?<br>Terus pertanyaan nya istana yang ada di jakarta untuk apa?<br>Dana untuk ikn lebih baik di buat untuk kesejahteraan masyarakat luas Indonesia,dari pada menfasilitasi pemerintahan yang pada hakikatnya masih layakk",ikn perata pembangunanbryang mubazirbrterus nya istana jakarta apabrdana ikn sejahtera masyarakat luas indonesiadari menfasilitasi perintah hakikat layakk,Netral,0.34757348895072937
@nayauntara1667,ad yg ngaraaaang bebas dsni 😢😢😢,ngaraaaang bebas dsni,Netral,0.37729954719543457
@allanime2969,Di luar nalar emng anak pak Jokowi ❤,nalar emng anak jokowi,Netral,0.39544254541397095
@andriprstn,"Gatau kenapa paslon nomer 1 gabanget buat gw,  muter2.  Nanya dan udah dijawab masih muter2",gatau paslon nomer gabanget muter nanya udah muter,Netral,0.37900030612945557
@rahmaamma7623,Luarbiasa ..tampil tanpa membawa teks.. Prabowo gibran ❤❤❤,luarbiasa tampil bawa teks prabowo gibran,Netral,0.3413853645324707
@siennyindrawan7665,Bener gak ya..UMKM akan didukung dan didampingi permodalannyaa?? Jgn ntar ud menjabat..itu tetap.jd PR..😢😢Kapan kita ini bs py usaha yg bebas dr pungli dll..,bener gak yaumkm dukung damping permodalannyaa jgn ntar menjabatitu tetapjd prkapan usaha bebas pungli dll,Negatif,0.4128115475177765
@user-tp7vx3oq5y,2,,Netral,1.0
@binaffanchannel3376,Amin terbaik. Gibran mbulet. Ditnya apa jawabnya apa. Cm bisa omong besar dan tidak realistis dg fakta,amin baik gibran mbulet ditnya omong realistis fakta,Netral,0.4141022264957428
@harrymarbun4331,Mau slepet orang malah d slepet dluan wkwkwk...<br>Jujur sblm na saya sangat sangat ragu sama mas gibran untuk debat ini krna yg dia lawan adalah para mbah nya politik eh tau nya malah di slepet balik semua para si mbah wkwkwkkw.<br>Mkasih mas gibran skrang saya makin garang buat mempromosikan prabowo gibran,slepet orang slepet dluan wkwkwkbrjujur sblm ragu mas gibran debat krna lawan mbah nya politik tau nya slepet mbah wkwkwkkwbrmkasih mas gibran skrang garang promosi prabowo gibran,Positif,0.3726714849472046
@ariplantsid6145,KITA AKAN.........<br>KITA AKAN.........<br>KITA AKAN .........<br>KITA AKAN ..........<br>KITA AKAN.........<br>KITA AKAN.........<br>KITA AKAN .........<br>KITA AKAN ..........<br>KITA AKAN.........<br>KITA AKAN.........<br>KITA AKAN .........<br>KITA AKAN ..........<br>KITA AKAN.........<br>KITA AKAN.........<br>KITA AKAN .........<br>KITA AKAN ..........,akanbrkita akanbrkita brkita brkita akanbrkita akanbrkita brkita brkita akanbrkita akanbrkita brkita brkita akanbrkita akanbrkita brkita,Positif,0.3633112907409668
@muhammadriyadi427,Smoga tidak hanya membual semata....,smoga bual,Negatif,0.37301039695739746
@risaapriliana2212,yg jelas visi misi hanya gibran,visi misi gibran,Netral,0.36228156089782715
@pungkisampurno828,He..he..siapa tuh yg dapet ide meruntuhkan core competencies ???😅😅😅,hehesiapa tuh dapet ide runtuh core competencies,Netral,0.3600673973560333
@JungJiNeul19,Ini kayak nya 2-3 poling naik banyak,kayak nya poling,Netral,0.3948633074760437
@almenratu1181,Anak muda mana suara jempolnya 👍,anak muda suara jempol,Negatif,0.3981594145298004
@intanpermata9295,keliatan kan skrg gibran itu berbobot😅,liat skrg gibran bobot,Netral,0.3517307639122009
@Pieter_Seo,Gibran memulai dengan menyapa dengan salam khas 5 agama. <br>2 capres lainnya hanya menyapa dlm 1 agama. Sederhana!😊,gibran sapa salam khas agama capres sapa dlm agama sederhana,Netral,0.3666636645793915
@JungJiNeul19,"Gue nangis anyingg liat Gibran, .. terhura",gue nang anyingg liat gibran terhura,Netral,0.39233314990997314
@ellontoms368,Jangan sebut aku anak kecil paman... 😂.. Sangat jenius Mas Gibran.  ❤❤❤❤❤,anak paman jenius mas gibran,Netral,0.38171008229255676
@lqelektrik5947,Sales kecap lahh,sales kecap lahh,Negatif,0.34585487842559814
@hibsfrrr,all in prabowo ❤,all prabowo,Positif,0.35079696774482727
@klarajihan3839,Di hati mas Gibran,hati mas gibran,Netral,0.3653703033924103
@kikiHW9,"No 1 di tulis dan membaca, no 3 sama, nomber 2 itu dr hati dan pikiran tanpa perlu membaca fisi mis nya",tulis baca nomber hati pikir baca fisi mis nya,Netral,0.37246835231781006
@sahrulmunir3667,PENCALONAN GIBRAN NABRAK KONSTITUSI,calon gibran nabrak konstitusi,Netral,0.346561998128891
@sahrulmunir3667,"SAMA SEPERTI JOKOWI YANG PLIN PLAN, DULU JANJI KARTU PRA KERJA NYATANYA ZONK, DULU DUKUNG GANJAR NYATANYA PRET, BAPAKMU LEEE BANYAK JANJI TAPI TIDAK DITEPATI",jokowi plin plan janji kartu pra kerja zonk dukung ganjar pret bapak leee janji tepat,Netral,0.4675286114215851
@khanzamommy3372,Prabowo gibran❤,prabowo gibran,Positif,0.43251389265060425
@subursugiartomikael1597,"Bangun 40 kota di game minecraft dlm waktu 5thn saja susah, bagaimana di dunia nyata.. ASBUN 😂<br><br>Awalnya saya meragukan Mas Gibran. Dari debat ini kita tahu bersama orgnya penuh wawasan yg luas, tdk bertele2, bahasa dan maksud tujuan jelas dan mudah dipahami.",bangun kota game minecraft dlm thn susah dunia nyata asbun brbrawalnya ragu mas gibran debat orgnya penuh wawas luas tdk tele bahasa maksud tuju mudah paham,Netral,0.37085241079330444
@user-sd1gs8qp1i,😂😂😂😂 buah tidak akan jatuh jauh dari pohonnya,buah jatuh pohon,Netral,0.39062264561653137
@tiara7362,❤❤❤,,Netral,1.0
@nisrinanurmahmudha8986,"5M per Desa oh My GOD,,, itu ide bodoh,,, gk ada stimulus 5M aja para kades banyak yg di OTT apalagi kalo ada😅 awokwowko,,,yang ada malah memberi makan Tikus",desa god ide bodoh stimulus aja kades ott kalo awokwowkoyang makan tikus,Positif,0.3521702289581299
@karesunrisun3218,Hebat yg comen orangya ptaboeo semua,hebat comen orangya ptaboeo,Netral,0.43923524022102356
@michaelmarcelino1276,"Itu orng&quot; di dalam ruangan debat kok hrus di ingetin trus buat tenang yaa,, knpa gk d tegasin gak ad yg boleh bersuara dan tepuk tangan klau gk d kasih waktu.. Haduhh pusiinggg",orngquot ruang debat hrus ingetin trus tenang yaa knpa tegasin gak suara tepuk tangan klau kasih haduhh pusiinggg,Positif,0.36421337723731995
@emine4720,"Udah karakter kebanyakan orang indonesia begitu, cenderung gampang rusuh ✌️",udah karakter banyak orang indonesia cenderung gampang rusuh,Netral,0.4300774037837982
@abednegotarigan4843,Pak Jokowi kira2 nonton langsung gak ya?,jokowi nonton langsung gak,Netral,0.3916170299053192
@user-tu8yt2gr8c,Didikannya bapak jokowi,dik jokowi,Netral,0.36447909474372864
@nurkhalishah3387,Salfok sama suara sudah,salfok suara,Netral,0.3940389156341553
@AnandaNicko-kg6uk,Diam2 mnghanyutkan..mju terus ms gibran,diam mnghanyutkanmju gibran,Netral,0.37157294154167175
@boomlyrics7831,Slepet kebanyakan angin tuh 😅,slepet banyak angin tuh,Negatif,0.359384685754776
@ekasyafaat429,02.01.22 mahfud kudu ngampleng gibran😂,mahfud kudu ngampleng gibran,Negatif,0.37377527356147766
@jneprimacakra9306,Saya tetap DUKUNG pak GANJAR dan pak MAHPUD. Md. Sebagai president dan Wakil PRESIDENT. RI..,dukung ganjar mahpud president wakil president,Netral,0.40387681126594543
@alfanfuliman5730,Debat 1 &quot;ordal&quot; zargon ny debat 2 &quot;slepet&quot;,debat quotordalquot zargon debat quotslepetquot,Netral,0.4353742301464081
@auliamiraagustina9095,Hati berpindah ke paslon no 2,hati pindah paslon,Netral,0.35585159063339233
@emankosambi2989,"Kok saya terharu ya, pas sesi terakhir mereka bertiga bergandeng tangan. Attitude mas gibran, bapa mahfud md, dan bapa muhaimin iskandar, sangat patut di acungi jempol, semoga tidak hanya di depan publik saja, dan siapa,pun pemenang,nya nanti, semoga hubungan mereka tetap terjalin  baik. Amin.",haru pas sesi tiga gandeng tangan attitude mas gibran bapa mahfud bapa muhaimin iskandar patut acung jempol moga publik menang moga hubung jalin amin,Netral,0.3673192262649536
@Ryandandrisi,2 iso yohh🎉,iso yohh,Netral,0.3705601692199707
@jneprimacakra9306,Tetap pak GANJAR dan pak MAHPUD Md..yang mumpuni.. dan menguasai.. dan berpengalaman.,ganjar mahpud mdyang mumpuni kuasa alam,Netral,0.3581308126449585
@epafraditusnandap8775,Paslon 1 belibet,paslon belibet,Netral,0.38964858651161194
@NgelihatFakta,"Tp salut sih sama cak imin, ketika dia ga paham apa yg ditanyakan dia berani dan tidak malu untuk bertanya, gak asal jawab kayak yg satunya lagi, ditanya ga paham malah jawab muter2, wkwkwkw, <br><br>Saya anggota ranting nasdem, tapi saya dukung prabowo-gibran<br><br>Saran saya, ikutilah apa yg jadi kata hati kalian, diluar tanggung jawab kalian sebagai simpatisan partai manapun, hati kalian lebih pantas untuk diikuti daripada perintah orang lain!!",salut sih cak imin paham berani malu gak kayak satu paham muter wkwkwkw brbrsaya anggota ranting nasdem dukung prabowogibranbrbrsaran ikut hati luar tanggung simpatisan partai mana hati ikut perintah orang,Negatif,0.34804099798202515
@dyankartikasari9337,🎉100,,Netral,1.0
@buenasnoticias9093,Wah...nggak bahaya ta ? 😅,wahnggak bahaya,Netral,0.40094682574272156
@yumnaellisa9338,Cepuin ah😂,cepuin,Netral,0.35521671175956726
@nisrinanurmahmudha8986,"Keren mas Gibrann,,, Semakin yakinnn❤",keren mas gibrann yakinnn,Netral,0.4140971302986145
@epafraditusnandap8775,Gibran sakjoseeee,gibran sakjoseeee,Netral,0.40902113914489746
@alhaditschannelofficialmor9008,"Mohon maaf pk,kenapa kok GK di bahas kenapa kerja sekarang di perusahaan kok kontraknya tiap bln.dan GK dapat THR dan bonus gmn solusi Bp kok bisa kaya gitu peraturannya",mohon maaf pkkenapa bahas kerja usaha kontrak blndan thr bonus gmn solusi kaya gitu atur,Negatif,0.4046650528907776
